Full URL,Parent URL,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/feldlerche/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2021/29193.html,tiere-und-pflanzen,voegel,portraets,feldlerche,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/goldregenpfeifer/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2021/29193.html,tiere-und-pflanzen,voegel,portraets,goldregenpfeifer,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/kiebitz/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2021/29193.html,tiere-und-pflanzen,voegel,portraets,kiebitz,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/strassentaube/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2021/29193.html,tiere-und-pflanzen,voegel,portraets,strassentaube,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/bluthaenfling/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2022/kandidaten-check.html,tiere-und-pflanzen,voegel,portraets,bluthaenfling,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/steinschmaetzer/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2022/kandidaten-check.html,tiere-und-pflanzen,voegel,portraets,steinschmaetzer,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/wiedehopf/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/wahl-2022/kandidaten-check.html,tiere-und-pflanzen,voegel,portraets,wiedehopf,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/braunkehlchen/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2023/32141.html,tiere-und-pflanzen,voegel,portraets,braunkehlchen,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/neuntoeter/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2023/32141.html,tiere-und-pflanzen,voegel,portraets,neuntoeter,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/teichhuhn/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2023/32141.html,tiere-und-pflanzen,voegel,portraets,teichhuhn,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/trauerschnaepper/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2023/32141.html,tiere-und-pflanzen,voegel,portraets,trauerschnaepper,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/rebhuhn/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2024/33803.html,tiere-und-pflanzen,voegel,portraets,rebhuhn,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/steinkauz/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2024/33803.html,tiere-und-pflanzen,voegel,portraets,steinkauz,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/wespenbussard/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2024/33803.html,tiere-und-pflanzen,voegel,portraets,wespenbussard,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/kranich/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2025/kandidatencheck.html,tiere-und-pflanzen,voegel,portraets,kranich,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/schwarzspecht/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2025/kandidatencheck.html,tiere-und-pflanzen,voegel,portraets,schwarzspecht,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/schwarzstorch/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2025/kandidatencheck.html,tiere-und-pflanzen,voegel,portraets,schwarzstorch,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/waldohreule/,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2025/kandidatencheck.html,tiere-und-pflanzen,voegel,portraets,waldohreule,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/batcities/21930.html,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/batcities/21495.html,tiere-und-pflanzen,aktionen-und-projekte,batcities,21930.html,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/schwalbenfreundliches-haus/22141.html,https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/schwalbenfreundliches-haus/index.html,tiere-und-pflanzen,aktionen-und-projekte,schwalbenfreundliches-haus,22141.html,,
https://www.nabu.de/tiere-und-pflanzen/amphibien-und-reptilien/amphibien/18393.html,https://www.nabu.de/tiere-und-pflanzen/amphibien-und-reptilien/amphibien/index.html,tiere-und-pflanzen,amphibien-und-reptilien,amphibien,18393.html,,
https://www.nabu.de/tiere-und-pflanzen/insekten-und-spinnen/heuschrecken/01475.html,https://www.nabu.de/tiere-und-pflanzen/insekten-und-spinnen/heuschrecken/01470.html,tiere-und-pflanzen,insekten-und-spinnen,heuschrecken,01475.html,,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/fledermaeuse/,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/index.html,tiere-und-pflanzen,saeugetiere,fledermaeuse,,,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/nager/,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/index.html,tiere-und-pflanzen,saeugetiere,nager,,,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/robben-und-wale/,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/index.html,tiere-und-pflanzen,saeugetiere,robben-und-wale,,,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/schneeleopard/,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/index.html,tiere-und-pflanzen,saeugetiere,schneeleopard,,,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/index.html,tiere-und-pflanzen,saeugetiere,wolf,,,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/schneeleopard/wissen/00263.html,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/schneeleopard/wissen/index.html,tiere-und-pflanzen,saeugetiere,schneeleopard,wissen,00263.html,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/schneeleopard/aktivitaeten/19911.html,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/schneeleopard/aktivitaeten/index.html,tiere-und-pflanzen,saeugetiere,schneeleopard,aktivitaeten,19911.html,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/wissen/index.html,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/index.html,tiere-und-pflanzen,saeugetiere,wolf,wissen,index.html,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/deutschland/index.html,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/index.html,tiere-und-pflanzen,saeugetiere,wolf,deutschland,index.html,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/materialien/index.html,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/nabu-aktivitaeten/index.html,tiere-und-pflanzen,saeugetiere,wolf,materialien,index.html,
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/helfen/botschafter/index.html,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/nabu-aktivitaeten/index.html,tiere-und-pflanzen,saeugetiere,wolf,helfen,botschafter,index.html
https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/mittwolf/,https://www.nabu.de/tiere-und-pflanzen/saeugetiere/wolf/nabu-aktivitaeten/wettbewerbe/19855.html,tiere-und-pflanzen,saeugetiere,wolf,mittwolf,,
https://www.nabu.de/tiere-und-pflanzen/voegel/artenschutz/18176.html,https://www.nabu.de/tiere-und-pflanzen/voegel/artenschutz/index.html,tiere-und-pflanzen,voegel,artenschutz,18176.html,,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/vogel-des-jahres/2013-bekassine/15171.html,https://www.nabu.de/tiere-und-pflanzen/voegel/artenschutz/rote-listen/10221.html,tiere-und-pflanzen,aktionen-und-projekte,vogel-des-jahres,2013-bekassine,15171.html,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/schreiadler/,https://www.nabu.de/tiere-und-pflanzen/voegel/artenschutz/rote-listen/10221.html,tiere-und-pflanzen,aktionen-und-projekte,schreiadler,,,
https://www.nabu.de/tiere-und-pflanzen/voegel/artenschutz/rebhuhn/index.html,https://www.nabu.de/tiere-und-pflanzen/voegel/artenschutz/rote-listen/10221.html,tiere-und-pflanzen,voegel,artenschutz,rebhuhn,index.html,
https://www.nabu.de/tiere-und-pflanzen/voegel/helfen/vogelfuetterung/index.html,https://www.nabu.de/tiere-und-pflanzen/voegel/vogelkunde/verhalten/21783.html,tiere-und-pflanzen,voegel,helfen,vogelfuetterung,index.html,
https://www.nabu.de/tiere-und-pflanzen/aktionen-und-projekte/birdwatch/zugvogelarten.html,https://www.nabu.de/tiere-und-pflanzen/voegel/zugvogelschutz/index.html,tiere-und-pflanzen,aktionen-und-projekte,birdwatch,zugvogelarten.html,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/alpenbraunelle/,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/index.html,tiere-und-pflanzen,voegel,portraets,alpenbraunelle,,
https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/alpendohle/,https://www.nabu.de/tiere-und-pflanzen/voegel/portraets/index.html,tiere-und-pflanzen,voegel,portraets,alpendohle,,
